customer_id,first_name,last_name,birthdate,email,phone,address_id,registration_date,customer_id,VIP
511,Franciszek,Urynowicz,1992-05-09,FrancisUrynowi57@wp.pl,696647958,72,2022-06-01,511,2022-10-31
512,Karina,Łuszczyk,1993-04-06,KaŁuszcz@wp.pl,688319460,550,2022-06-02,512,2022-11-26
513,Andrzej,Drygała,1944-09-18,AnDrygał@wp.pl,836292194,66,2022-06-06,513,2022-06-21
514,Malwina,Jachimczak,1989-06-22,MaJachim99@wp.pl,918596916,194,2022-06-07,514,2022-11-08
515,Орест,Удовиченко,1956-11-25,ОресУдовиченк@mail.ru,487900606,369,2022-06-13,515,2023-05-05
516,Albert,Heleniak,1989-08-30,AlbeHelenia@o2.pl,987952371,524,2022-06-18,516,2023-04-07
517,Sandra,Szramka,1989-07-12,SaSzram@live.com,646127365,397,2022-06-18,517,2023-05-07
518,Marcel,Wujek,1972-04-12,MarceWu@live.com,707187453,518,2022-06-18,518,2023-05-19
519,Христина,Приймак,1992-12-24,ХристинПрийм@mail.ru,746338562,340,2022-06-19,519,2023-05-31
520,Софія,Байда,1951-08-27,СоБай@mail.ru,938935687,591,2022-06-22,520,2022-10-17
521,Ida,Paściak,1964-03-11,IdPaśc71@live.com,153929419,219,2022-06-24,521,2023-05-29
522,Едита,Чарниш,2003-05-16,ЕдитЧа@gmail.com,180876452,143,2022-06-27,522,2023-01-12
523,Sara,Szram,1948-09-20,SarSzr99@live.com,366508966,220,2022-06-28,523,2023-01-22
524,Mikołaj,Golonko,1980-01-21,MikoGol24@gmail.com,846757837,5,2022-06-29,524,2022-11-15
525,Богданна,Даньків,1985-01-28,БогдДанькі77@mail.ru,688010262,540,2022-07-01,525,2023-01-17
526,Aurelia,Jaszczur,1965-01-16,AurJaszc@wp.pl,659459728,287,2022-07-01,526,2022-08-01
527,Nikodem,Wojtiuk,1984-10-27,NikoWoj@wp.pl,564134060,179,2022-07-02,527,2023-04-13
528,Соломон,Бебешко,1946-05-23,СолБебеш@gmail.com,463347404,310,2022-07-05,528,2022-08-28
529,Ewa,Śliz,1996-04-08,EwŚli@wp.pl,227272812,558,2022-07-06,529,2023-04-17
530,Maciej,Kruszka,1961-08-29,MacKr86@gmail.com,610536601,172,2022-07-08,530,2023-06-15
531,Damian,Mak,2007-12-09,DamiMa84@o2.pl,392691451,295,2022-07-10,531,2023-01-18
532,Ewelina,Bartoszak,1984-06-26,EwelinBarto@live.com,109642840,357,2022-07-10,532,2022-12-28
533,Miłosz,Zackiewicz,1981-06-28,MiłoZack80@live.com,191969983,506,2022-07-16,533,2023-04-04
534,Juliusz,Zugaj,1998-02-18,JuliZug@gmail.com,181372396,59,2022-07-19,534,
535,Sylwia,Gietka,1994-04-06,SyGi85@gmail.com,185288305,62,2022-07-23,535,2022-08-06
536,Daniel,Goral,1952-09-02,DanieGo83@o2.pl,143732807,280,2022-07-24,536,
537,Olga,Pilich,1950-11-04,OlgPili14@live.com,896383857,380,2022-07-25,537,2023-03-28
538,Cezary,Swatek,1961-02-12,CezaSw23@live.com,235859581,195,2022-07-26,538,
539,Julita,Bobryk,2007-07-03,JuBob56@gmail.com,539057603,225,2022-07-27,539,2022-08-26
540,Jan,Pruchnik,1972-07-16,JaPruch56@wp.pl,837059065,22,2022-07-27,540,2022-10-10
541,Sandra,Głowienka,2002-03-08,SaGłowi@live.com,415329087,367,2022-08-01,541,2023-03-21
542,Tomasz,Wojczuk,1968-04-08,ToWo8@o2.pl,216957492,208,2022-08-03,542,2023-06-02
543,Róża,Fac,1999-09-03,RóżFa40@gmail.com,589056355,127,2022-08-03,543,2023-03-22
544,Radosław,Strama,1973-03-18,RadStram76@gmail.com,244915268,565,2022-08-07,544,2023-05-09
545,Tymon,Kozok,1999-04-07,TymKozo@o2.pl,172388674,398,2022-08-09,545,2023-02-28
546,Marika,Matula,1949-02-09,MariMatul7@live.com,454332779,453,2022-08-11,546,2022-09-16
547,Dagmara,Steckiewicz,1983-04-06,DaSteckie38@o2.pl,944390146,522,2022-08-12,547,2023-02-08
548,Stefan,Berg,1969-08-20,StBe33@gmail.com,224887494,445,2022-08-20,548,2023-01-11
549,Fryderyk,Wyłupek,1981-12-12,FryWyłu@live.com,525869052,389,2022-08-24,549,
550,Natan,Flasza,1968-02-18,NatFlasz@gmail.com,680182384,293,2022-08-25,550,2022-09-03
551,Gabriel,Czubaszek,1995-11-17,GabCzuba90@gmail.com,230318073,352,2022-08-25,551,2022-10-07
552,Igor,Iwanow,2009-12-25,IgIwa@wp.pl,383805538,437,2022-08-26,552,
553,Róża,Sopata,1968-07-03,RóSopa31@o2.pl,936496369,103,2022-08-26,553,
554,Julianna,Szaj,1952-11-23,JuSza96@gmail.com,144259581,556,2022-08-28,554,2023-01-31
555,Łukasz,Rodzeń,1942-10-16,ŁukasRodze@wp.pl,630964529,313,2022-08-30,555,2022-12-03
556,Krystian,Glapiak,1955-12-09,KrystiaGlapia89@o2.pl,707066903,196,2022-09-01,556,2023-01-21
557,Володимир,Щириця,1944-07-21,ВолодимЩири14@live.com,363890503,443,2022-09-02,557,2023-03-14
558,Ewelina,Bieleń,1945-10-05,EwBiel42@live.com,549810948,441,2022-09-02,558,2022-11-11
559,Monika,Grycz,1990-10-13,MonGry72@live.com,767520877,88,2022-09-02,559,2022-12-10
560,Stanisław,Greszta,1982-02-17,StanisłaGreszt@gmail.com,658097131,532,2022-09-03,560,
561,Kamila,Koral,1965-09-08,KamiKor@live.com,614325023,425,2022-09-06,561,2022-12-19
562,Inga,Wlaźlak,2005-05-14,InWl@o2.pl,500892353,12,2022-09-07,562,2022-12-31
563,Borys,Szymków,1945-08-25,BorySz61@o2.pl,435983282,320,2022-09-14,563,
564,Adéla,Sedláčková,1965-12-21,AdSedláčk@szn.cz,807165630,579,2022-09-16,564,2023-06-06
565,Melania,Wawrzyk,1968-02-05,MelWawrz7@o2.pl,133217959,84,2022-09-16,565,2022-12-26
566,Dorota,Koterba,1952-08-21,DoKoter@gmail.com,390362192,154,2022-09-18,566,2023-04-06
567,Jędrzej,Olko,1947-05-18,JędrzeOlk73@gmail.com,776574264,245,2022-09-25,567,2023-03-04
568,Agnieszka,Masiak,1989-05-16,AgniMa@o2.pl,444438552,486,2022-09-28,568,2023-01-06
569,Степан,Бандера,1951-10-31,СтБанде24@live.com,476533857,55,2022-09-30,569,
570,Kornel,Lindner,1980-06-01,KorneLindn93@o2.pl,880745150,316,2022-10-04,570,
571,Liwia,Darul,1998-05-01,LiwiDa31@gmail.com,885429542,421,2022-10-06,571,
572,Hubert,Motak,1999-12-05,HubMo71@wp.pl,529547682,123,2022-10-07,572,
573,Natasza,Białka,2006-04-24,NatasBiał8@wp.pl,292093976,554,2022-10-20,573,2023-04-18
574,Stanisław,Gryka,1994-10-04,StGryk@gmail.com,820407026,509,2022-10-21,574,
575,Jeremi,Śledzik,1993-04-07,JeremŚl43@gmail.com,812978229,19,2022-10-22,575,
576,Maks,Cyba,1986-03-13,MaCyb87@o2.pl,973452591,319,2022-10-22,576,2023-01-31
577,Marika,Łosiewicz,1980-09-11,MaŁosiewic24@wp.pl,429276621,503,2022-10-23,577,
578,Gaja,Kuśnierek,1968-12-30,GajKuśni89@gmail.com,850603637,263,2022-10-28,578,2023-03-03
579,Tola,Goliasz,1991-12-27,TolGolias@live.com,155902423,418,2022-10-31,579,
580,Maciej,Mojsa,1952-11-29,MacMo98@gmail.com,251966348,129,2022-11-05,580,
581,Filip,Potęga,1949-10-16,FiPo47@live.com,823745704,7,2022-11-09,581,2023-05-09
582,Tymoteusz,Miros,1978-07-14,TymoMir72@wp.pl,681524518,10,2022-11-13,582,2022-11-30
583,Robert,Lorenz,1946-10-26,RobLoren@gmail.com,416679200,29,2022-11-24,583,
584,Gabriel,Kapka,1996-08-31,GabKa30@live.com,283966275,436,2022-12-11,584,2023-05-19
585,Blanka,Ogrodowicz,1969-05-06,BlankOgrodowic@o2.pl,799947561,378,2022-12-12,585,2023-05-23
586,Krystyna,Sieczko,1945-11-21,KrSie22@wp.pl,393640032,577,2022-12-15,586,2023-03-27
587,Tola,Saj,1977-12-14,TolSa25@gmail.com,687619815,538,2022-12-18,587,
588,Jędrzej,Pleskot,1961-03-01,JęPl@gmail.com,826791128,81,2022-12-30,588,
589,Kaja,Wiesiołek,1942-08-19,KaWiesi20@live.com,560142364,315,2023-01-03,589,
590,Amalie,Segebahn,1992-07-15,AmalSeg@live.com,286343844,92,2023-01-15,590,
591,Melania,Korzekwa,1951-08-02,MelaniKo67@gmail.com,220236064,456,2023-01-20,591,
592,Bianka,Cylwik,2008-09-04,BiaCyl@live.com,822050094,400,2023-01-22,592,
593,Marianna,Ruszel,2002-03-24,MariaRusze@live.com,463626653,216,2023-01-27,593,2023-04-12
594,Ernest,Malara,1971-09-11,ErnesMalar@live.com,453393235,567,2023-01-29,594,
595,Ryszard,Glonek,1956-12-20,RysGlone2@wp.pl,581386018,258,2023-02-13,595,2023-06-03
596,Gisbert,Löchel,1986-06-24,GisLö31@live.com,167037534,529,2023-02-23,596,
597,Трохим,Скирда,1947-02-06,ТроСк46@mail.ru,730072762,301,2023-02-24,597,
598,Birgitta,Winkler,1968-10-30,BiWink44@live.com,160445290,562,2023-03-09,598,
599,Marcelina,Bujko,1945-08-29,MaBujk@wp.pl,832853996,294,2023-03-22,599,
600,Franco,Naser,1995-03-28,FrancNas@gmx.net,920054735,417,2023-03-27,600,
