customer_id,first_name,last_name,birthdate,VIP,email,phone,address_id,registration_date
547,Jozef,Kratochvíl,1953-02-13,,JozeKrat47live.com,874294010,533,2022-12-18
548,Віталій,Данильчук,1945-04-22,,ВіталДани@gmail.com,619644518,233,2021-10-22
549,Kornelia,Olko,1948-12-01,,KorneOlk@gmail.com,114702293,288,2021-01-28
550,Nela,Flisiak,2006-06-02,,NeFli51@gmail.com,903095346,594,2021-06-11
551,Klara,Brejnak,1984-04-24,,KlBrejna61@gmail.com,251194738,12,2021-12-09
552,Gabriel,Roskosz,1976-08-10,,GaRosko@gmail.com,266209727,581,2021-07-11
553,Kalina,Koronkiewicz,1990-03-13,,KaKoro47@live.com,832041273,20,2022-02-02
554,Ivan,Junk,1985-12-21,,IvaJu@live.com,445969548,131,2021-07-30
555,Nicole,Goss,1987-08-02,,NiGo42@o2.pl,581947748,202,2022-12-11
556,Malwina,Oleksiuk,1963-03-04,,MalwiOle79@wp.pl,791723216,401,2021-02-04
557,Stanisław,Członka,1965-08-20,,StaniCzł78@live.com,616024072,268,2021-08-28
558,Róża,Salawa,1961-10-07,,RóżSa@wp.pl,352851349,205,2021-09-13
559,Daniel,Ciechowicz,1977-09-16,,DaniCiecho@wp.pl,240107206,4,2021-09-09
560,Elżbieta,Parus,1984-12-21,,ElPa24@gmail.com,563521411,470,2022-02-02
561,Nela,Matejuk,1987-09-27,,NelMa15@o2.pl,213274030,60,2023-03-29
562,Oskar,Obiała,1970-01-08,,OskaObiał99@live.com,168795801,324,2022-02-05
563,Ida,Straszak,2004-11-21,,IdStrasz47@live.com,523564786,201,2021-07-11
564,Marek,Folga,1954-10-23,,MareFolg@o2.pl,938539857,344,2022-04-09
565,Miłosz,Tatarczuk,1969-08-23,,MiłoTata94@live.com,986605554,109,2021-12-05
566,Wiktor,Kosiec,1974-01-31,,WiKosi56@wp.pl,243091658,593,2022-06-28
567,Nicole,Falba,1973-03-17,,NiFa@gmail.com,679793541,289,2023-05-04
568,Angelika,Simon,1962-10-13,,AngeSim@gmail.com,848144284,111,2022-04-06
569,Ksawery,Jędryczka,1967-02-09,,KsaweJęd@o2.pl,795006531,86,2023-04-20
570,Janina,Godzik,1975-04-19,,JaGod@live.com,186950897,152,2021-09-09
571,Norbert,Krzeszowiec,1960-04-09,,NoKrzeszowie67@wp.pl,958433390,149,2022-01-21
572,Franciszek,Lukas,2000-12-22,,FrancisLuka56@gmail.com,429956628,424,2022-02-11
573,Nataniel,Jośko,1978-12-26,,NataniJo64@gmail.com,905394710,467,2023-01-07
574,Sonia,Pasich,1971-04-22,,SoPasic73@live.com,432292173,504,2021-02-12
575,Kornel,Knieć,1965-04-10,,KoKn@gmail.com,856393494,588,2022-10-25
576,Anastazja,Karmelita,1961-03-31,,AnastazKarmeli@o2.pl,199526334,191,2021-10-22
577,Тимофій,Романенко,1945-02-27,,ТиРо83@live.com,146375817,334,2023-06-05
578,Artur,Różewicz,1966-05-23,,ArtRóże58@gmail.com,621697421,7,2021-04-12
579,Emil,Wiesiołek,1997-10-08,,EmWiesiołe@wp.pl,620058794,322,2022-10-19
580,Ewelina,Kamyszek,1993-12-28,,EweKamysze57@gmail.com,784086715,237,2022-06-01
581,Julita,Penar,1958-01-12,,JuliPena@o2.pl,391750172,265,2022-07-29
582,Петро,Гаврилець,1953-07-13,,ПетГаврил84@live.com,428680715,215,2021-08-30
583,Natasza,Bany,1981-01-01,,NatasBa39@live.com,217563781,521,2021-12-11
584,Anna Maria,Żołna,1975-05-12,,AnnŻoł73@wp.pl,915569007,165,2023-04-10
585,Leon,Hyjek,1946-03-10,,LeoHy7@o2.pl,297008060,361,2021-08-17
586,Emil,Uryga,1943-01-11,,EmiUry84@wp.pl,263967671,459,2021-03-10
587,Sara,Achtelik,1957-05-24,,SaAc@live.com,672201715,327,2023-04-08
588,Rafał,Leks,1981-08-18,,RaLek66@live.com,748293198,34,2023-04-06
589,Fabian,Tokarek,1959-09-08,,FaTokare@wp.pl,759974739,100,2022-06-09
590,Inga,Roszkiewicz,1965-09-13,,InRoszkie@wp.pl,835058280,487,2021-07-22
591,Sonia,Beck,2003-07-10,,SoniBec83@gmail.com,606783234,376,2023-06-08
592,Ada,Burczak,1998-09-19,,AdBurc@gmail.com,652433469,261,2022-10-31
593,Fabian,Hrynkiewicz,1991-07-19,,FabiaHrynkie78@wp.pl,121742621,295,2021-08-20
594,Blanka,Ryczko,1955-06-26,,BlaRyczk11@live.com,732219682,147,2023-02-06
595,Dagmara,Stróż,1997-02-06,,DagmStr@o2.pl,832454852,173,2021-04-20
596,Cezary,Porzucek,1955-06-16,,CezaPo@live.com,433649163,451,2022-09-04
597,Wojciech,Trzcionka,1972-02-18,,WojcTrzcionk@o2.pl,857928620,577,2022-04-29
598,Dagmara,Bartela,1961-04-21,,DaBarte76@live.com,569422670,539,2021-04-12
599,Stefan,Browarczyk,1985-12-29,,StBr90@o2.pl,135242238,360,2022-04-14
600,Klara,Dytrych,1949-02-21,,KlaDy79@wp.pl,159856357,456,2022-08-20
