first_name,last_name,birthdate,email,phone,address_id,registration_date,customer_id,VIP
Пріска,Макаренко,1945-11-26,ПріскМакаренк@live.com,426119128,599,2022-07-29,533,2022-08-23
Cäcilia,Scheel,1988-12-31,CäSc92@gmx.net,320810271,206,2022-07-31,534,2023-05-24
Ewelina,Wiciak,1981-01-14,EwelWicia@wp.pl,854203602,450,2022-08-02,535,
Gabriel,Sawko,1973-11-30,GabriSa@gmail.com,855708120,414,2022-08-06,536,2023-02-28
Arkadiusz,Krzywonos,1956-09-06,ArkaKrzy@o2.pl,179983475,7,2022-08-07,537,2023-03-30
Wojciech,Gołek,1986-06-27,WojcGo74@wp.pl,171247279,362,2022-08-08,538,2022-12-10
Валентина,Рябошапка,1986-06-13,ВаРябошап98@live.com,917466432,403,2022-08-12,539,2022-11-25
Ada,Sroga,1987-06-27,AdSro77@o2.pl,736860740,392,2022-08-13,540,
Aurelia,Gal,1947-07-17,AuGa39@live.com,113531321,458,2022-08-13,541,2023-01-28
Ida,Szyc,1949-12-25,IdSz57@gmail.com,600472235,148,2022-08-18,542,2023-01-12
Розалія,Юрченко,1980-01-09,РозаліЮр30@live.com,377779622,61,2022-08-18,543,2023-04-02
Jeremi,Czubaszek,1951-04-19,JerCzuba82@live.com,556477779,97,2022-08-19,544,2023-04-29
Oliwier,Kuk,1984-12-09,OliKu@wp.pl,823377962,216,2022-08-22,545,2022-12-27
Богуслава,Іващенко,1971-05-14,БогуслІващен68@mail.ru,421435927,348,2022-08-27,546,2022-11-07
Sara,Bacia,1955-04-01,SarBaci@wp.pl,939773189,237,2022-08-28,547,2023-05-10
Іван,Габелко,1953-02-05,ІвГабел@live.com,901531724,213,2022-09-03,548,2023-06-10
Marcel,Młocek,2003-03-28,MarcMło@live.com,609216986,17,2022-09-07,549,2022-12-14
Ewelina,Hajder,1967-11-11,EwelHajde@o2.pl,604187219,137,2022-09-08,550,
Павло,Александренко,1990-11-11,ПаАле81@live.com,812785127,514,2022-09-09,551,2023-02-08
Piotr,Wacławiak,1997-06-04,PiotWacław92@o2.pl,612828090,461,2022-09-10,552,2023-05-05
Patryk,Michalczak,1991-05-08,PaMich70@gmail.com,265595264,354,2022-09-12,553,
Malwina,Hrabia,1981-09-29,MaHrabi@wp.pl,922025380,390,2022-09-15,554,2023-02-09
Horst-Dieter,Trüb,1960-08-20,Horst-DieTrü@gmx.net,467928350,592,2022-09-15,555,
Gertraude,Hein,1984-01-26,GerHei40@live.com,450463188,425,2022-09-16,556,2022-10-29
Karol,Żelasko,1963-12-15,KaroŻel29@gmail.com,620400287,248,2022-09-21,557,2023-02-12
Adrian,Biesek,1966-01-11,AdBies@wp.pl,129248653,27,2022-09-25,558,
Aniela,Kopiczko,1964-07-07,AniKopicz31@live.com,957558585,272,2022-09-26,559,2022-11-30
Sonia,Zadora,1953-06-03,SonZado@live.com,111629234,191,2022-09-30,560,
Wojciech,Kopciuch,2010-01-19,WoKopc@wp.pl,766515955,356,2022-10-02,561,
Bruno,Beker,1994-07-03,BruBeke@wp.pl,964377849,175,2022-10-04,562,2023-02-10
Malwina,Danel,1974-10-27,MaDa90@o2.pl,678233285,544,2022-10-06,563,2023-05-11
Karina,Sondej,1990-07-11,KarSon@wp.pl,389938073,178,2022-10-13,564,2023-03-02
Urszula,Ślimak,1972-01-08,UrŚlim@o2.pl,549897129,157,2022-10-14,565,2023-03-05
Olga,Kurzaj,1992-08-13,OlKur65@wp.pl,379872705,16,2022-10-14,566,2022-11-13
Sonia,Stój,1953-08-04,SoSt@wp.pl,102480228,520,2022-10-19,567,
Patryk,Majtyka,1955-03-18,PatMa30@gmail.com,546301034,166,2022-10-29,568,2022-12-24
Wiktor,Sass,1981-10-25,WikSa62@o2.pl,213609673,331,2022-10-30,569,2023-02-18
Stanisław,Gęgotek,1964-05-02,StanisłaGę26@live.com,718826825,506,2022-10-31,570,
Vojtěch,Čermák,2009-09-21,VojtěČerm70live.com,468130426,292,2022-10-31,571,
Klara,Bździuch,1944-02-17,KlaBźd19@o2.pl,109820977,451,2022-10-31,572,2022-12-10
Julian,Zdziech,1986-03-20,JuliZdzi13@o2.pl,809730755,303,2022-11-01,573,2022-12-03
Ада,Авдєєнко,1963-03-09,АдАвд69@gmail.com,437247668,294,2022-11-01,574,2022-12-01
Alex,Foit,1972-07-20,AlFo90@o2.pl,921732374,524,2022-11-01,575,2023-02-19
Марина,Чумаченко,1989-02-04,МаЧум37@gmail.com,300652248,66,2022-11-04,576,2023-06-02
Roksana,Gosz,1971-09-30,RoksGo@o2.pl,249928404,383,2022-11-10,577,
Rozalia,Brózda,2009-02-04,RozBrózd71@live.com,845372494,319,2022-11-11,578,
Stanisław,Romejko,1993-03-10,StanisłRo14@wp.pl,977671535,380,2022-11-15,579,
Blanka,Posłuszny,2009-04-04,BlankPosłu@o2.pl,595521201,194,2022-11-19,580,
Dagmara,Ochota,1965-07-04,DagOcho@gmail.com,766617506,502,2022-11-23,581,2023-05-08
Kamil,Połom,1945-01-31,KamPo76@o2.pl,941274805,581,2022-11-27,582,
Roksana,Żurawik,1969-03-06,RoksŻur61@o2.pl,261048390,109,2022-12-02,583,
Julita,Gierek,1944-06-16,JuGi@o2.pl,279094643,577,2022-12-11,584,
Damian,Bronka,1957-07-04,DamiaBro97@gmail.com,692011133,357,2022-12-28,585,
Natasza,Ryczko,1998-12-08,NataRyc@live.com,494625814,18,2023-01-02,586,2023-02-06
Ewelina,Związek,1949-09-19,EweZwiąze@live.com,613871008,72,2023-01-04,587,
Eliza,Gral,1949-03-01,ElizGr41@live.com,773508736,239,2023-01-11,588,
Maurycy,Brudny,1981-07-19,MaurBru80@wp.pl,135468386,485,2023-01-11,589,
Grzegorz,Rycerz,1967-05-12,GrzRyc23@live.com,839333649,241,2023-01-17,590,
Magda,Klingelhöfer,1994-12-28,MagdKli74@gmx.net,831986105,525,2023-01-31,591,
Dominik,Wylegała,1985-07-24,DoWyle@live.com,153018086,9,2023-02-01,592,
Еріка,Абраменко,2005-08-19,ЕріАб54@gmail.com,257975826,75,2023-02-05,593,
Karol,Tałaj,1958-07-18,KaroTał0@live.com,230941419,207,2023-02-08,594,
Emil,Botor,1965-03-23,EmBot54@live.com,759867844,63,2023-02-09,595,
Marcel,Cheba,1949-04-16,MarcChe70@o2.pl,273197986,29,2023-02-23,596,
Romuald,Lorch,1995-09-30,RomuLo@web.de,737284237,382,2023-02-28,597,
Rafał,Danisz,1990-08-20,RafDan46@o2.pl,477272520,46,2023-03-13,598,
Blanka,Mueller,1996-08-04,BlankMuelle@gmail.com,739202265,130,2023-03-17,599,
Julian,Skalik,1999-10-25,JuliSk3@o2.pl,243173891,535,2023-05-09,600,
